timestamp panPosition tiltPosition panCtrlType panSetValue tiltCtrlType tiltSetValue local.lat local.lon local.elev object.lat object.lon object.elev object.x object.y object.z estObject.x estObject.y estObject.z estObject.lat estObject.lon estObject.elev 
1426597979.137 3244781 25835 2 190.326 2 24.3034 47.6028675 8.5340361 418.731 47.604273 8.5325152 503.696 -51.8204 167.855 88.6836 -116.347 161.433 89.8616 47.6043193332722 8.53248894071496 508.595724600681 
1426597979.337 3244491 25665 2 189.477 2 24.131 47.6028678 8.5340353 418.832 47.604273 8.5325152 503.696 -51.8204 167.855 88.6836 -119.768 161.092 89.9241 47.6043165700586 8.53244264335509 508.759243259233 
1426597979.537 3243000 25489 2 188.65 2 23.958 47.6028678 8.5340349 418.876 47.604273 8.5325152 503.696 -51.8204 167.855 88.6836 -123.162 160.754 89.986 47.6043135314375 8.53239711133623 508.865261726993 
1426597979.737 3242549 25300 2 187.842 2 23.7842 47.6028679 8.5340343 418.923 47.604273 8.5325152 503.696 -51.8204 167.855 88.6836 -126.537 160.418 90.0477 47.6043106099767 8.53235163447196 508.973931385856 
1426597979.937 3241272 25105 2 187.036 2 23.6062 47.602868 8.5340338 418.938 47.604273 8.5325152 503.696 -51.8204 167.855 88.6836 -129.965 160.077 90.1102 47.6043076409828 8.53230555176514 509.051572848961 
1426597980.137 3240562 24926 2 186.252 2 23.4286 47.6028678 8.5340335 418.907 47.604273 8.5325152 503.696 -51.8204 167.855 88.6836 -133.361 159.739 90.1722 47.6043044005164 8.53226009288227 509.082633712161 
1426597980.337 3239584 24743 2 185.484 2 23.2503 47.6028677 8.5340336 418.898 47.604273 8.5325152 503.696 -51.8204 167.855 88.6836 -136.75 159.402 90.2341 47.6043012656675 8.53221511777875 509.135581270981 
1426597980.537 3238582 24563 2 184.728 2 23.0709 47.6028679 8.5340335 418.83 47.604273 8.5325152 503.696 -51.8204 167.855 88.6836 -140.144 159.064 90.2961 47.6042984270439 8.53216988665595 509.12960760736 
1426597980.737 3237883 24365 2 183.985 2 22.8903 47.6028679 8.5340335 418.83 47.604273 8.5325152 503.696 -51.8204 167.855 88.6836 -143.549 158.725 90.3582 47.6042953789159 8.53212461489428 509.191829106256 
1426597980.937 3236855 24167 2 183.257 2 22.7098 47.6028678 8.5340328 418.784 47.604273 8.5325152 503.696 -51.8204 167.855 88.6836 -146.943 158.387 90.4202 47.6042922401911 8.53207878289647 509.207860328432 
1426597981.137 3236182 23979 2 182.545 2 22.5293 47.6028677 8.5340325 418.825 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -150.332 158.05 90.4821 47.6042891052146 8.53203340715483 509.310816095982 
1426597981.337 3235300 23801 2 181.841 2 22.3477 47.6028676 8.5340322 418.871 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -153.741 157.711 90.5443 47.6042859532528 8.53198777943276 509.419120045018 
1426597981.538 3234481 23607 2 181.155 2 22.167 47.6028672 8.5340322 418.952 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -157.133 157.373 90.6062 47.6042825163926 8.53194267640853 509.562117006127 
1426597981.738 3233667 23408 2 180.482 2 21.9866 47.6028675 8.534032 418.955 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -160.524 157.036 90.6682 47.6042797795472 8.53189737356348 509.627115477347 
